LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pleasant Hill, IL",1,-50,44000,-39.31,268,16450,3,-40,6,-25,3,-57.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Piper City, IL",1,0,75000,20,79,-7500,3,NA,5,400,4,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ashton, IL",1,NA,166000,NA,176,NA,3,0,4,0,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mounds, IL",1,-50,59000,1034.62,52,-3650,3,200,4,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Venice, IL",1,NA,4500,NA,38,NA,3,50,6,100,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winchester, IL",1,-50,147000,50.85,12,-26700,3,200,4,300,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elkhart, IL",1,-50,120000,-27.93,35,3100,3,50,3,50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Malta, IL",10,233.33,300498,109.41,79,4600,3,-50,12,-36.84,7,-41.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Union, IL",2,NA,78500,NA,24,NA,3,NA,3,NA,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Waynesville, IL",2,NA,85500,NA,7,NA,3,200,3,200,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oreana, IL",2,-50,129000,-8.51,21,-1950,3,50,3,-40,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Farmersville, IL",2,NA,193500,NA,41,NA,3,NA,3,NA,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shannon, IL",2,0,131250,82.29,39,2350,3,0,4,0,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Essex, IL",2,100,242500,-13.39,130,4300,3,50,6,100,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Edgington, IL",2,NA,79500,NA,2,NA,3,NA,3,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lexington, IL",2,-50,176834,-26.4,21,-1950,3,200,3,-40,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Buckley, IL",2,NA,90000,NA,105,NA,3,200,6,500,4,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Indian Creek, IL",2,0,500000,-37.81,107,-5050,3,200,4,0,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Athens, IL",2,-60,87334,-43.53,109,5100,3,50,5,0,3,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Moweaqua, IL",2,-33.33,126000,-13.1,125,12100,3,-25,10,66.67,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hurst, IL",2,NA,112500,NA,71,NA,3,0,7,133.33,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pittsfield, IL",3,0,185000,208.85,239,12500,3,50,7,16.67,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Golden, IL",3,200,168500,60.48,50,-7200,3,NA,4,33.33,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Big Rock, IL",3,50,395000,36.92,59,1200,3,0,5,66.67,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lockport Heights, IL",3,0,290000,-4.92,43,-200,3,0,3,-50,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Herscher, IL",3,-25,210000,33.38,79,850,3,-50,7,-41.67,3,-62.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wilsonville, IL",3,50,69000,-26.16,43,-1250,3,0,8,33.33,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Washburn, IL",3,NA,160000,NA,24,NA,3,200,4,100,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harristown, IL",3,0,88270,-64.68,25,-3500,3,0,6,20,6,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"McLean, IL",3,50,155000,-19.48,32,-200,3,-25,4,-42.86,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rockdale, IL",3,50,241200,26.95,60,2600,3,-25,6,20,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Union, IL",3,200,274500,76.53,43,-1000,3,50,5,66.67,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Henry, IL",3,-25,135000,-11.04,10,-4600,3,0,4,-63.64,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hillcrest, IL",3,200,150000,-45.26,47,-7200,3,200,5,150,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roberts, IL",3,200,120000,14.29,120,-5100,3,0,6,50,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Divernon, IL",3,-25,180000,57.21,43,2300,3,-50,5,-37.5,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pearl City, IL",3,200,90000,-66.65,14,-4700,3,50,5,25,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bonnie Brae, IL",3,0,273000,16.17,44,-2400,3,50,4,0,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rossville, IL",3,200,139000,-13.12,64,-4200,3,-40,5,-44.44,4,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Windsor, IL",3,NA,72500,NA,42,NA,3,200,6,100,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gilman, IL",3,50,216000,-1.03,113,-1400,3,-25,11,22.22,4,-20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Knoxville, IL",3,200,236000,227.78,3,-11300,3,-66.67,6,-50,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Heritage Lake, IL",4,0,243750,-22.25,48,-1050,3,-57.14,5,-44.44,3,-40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Walnut, IL",4,300,115500,52.98,132,1500,3,NA,7,600,6,500
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Prairie du Rocher, IL",4,300,82500,27.58,66,3050,3,NA,5,400,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Aroma Park, IL",4,100,230000,204.64,73,6000,3,200,8,166.67,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Nashville, IL",4,-55.56,208750,19.29,124,5800,3,-66.67,9,-52.63,4,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Albany, IL",4,0,105500,-47.9,87,4200,3,50,10,233.33,6,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pawnee, IL",4,-33.33,199500,13.19,36,250,3,50,4,-20,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Waverly, IL",4,-20,107500,83.76,84,6150,3,-25,6,0,2,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Goreville, IL",4,300,115000,-16.67,161,15900,3,-57.14,10,-16.67,6,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Athens, IL",5,-44.44,184900,27.3,5,-3850,3,-57.14,6,-50,5,-37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winnebago, IL",7,-12.5,191000,-24.36,67,2600,3,-57.14,7,-46.15,6,-45.45
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Merrionette Park, IL",8,300,235000,48.26,76,-250,3,-66.67,10,0,2,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ashmore, IL",NA,NA,NA,NA,NA,NA,3,50,5,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bradford, IL",NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Energy, IL",NA,NA,NA,NA,NA,NA,3,0,3,-25,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Naplate, IL",NA,NA,NA,NA,NA,NA,3,50,3,-40,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kingston, IL",NA,NA,NA,NA,NA,NA,3,-50,3,-62.5,1,-83.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"McLeansboro, IL",NA,NA,NA,NA,NA,NA,3,-50,8,-33.33,2,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hanover, IL",NA,NA,NA,NA,NA,NA,3,200,5,150,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wataga, IL",NA,NA,NA,NA,NA,NA,3,-40,3,-57.14,1,-75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Blandinsville, IL",NA,NA,NA,NA,NA,NA,3,NA,5,150,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Lynn, IL",NA,NA,NA,NA,NA,NA,3,200,3,200,2,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Deer Creek, IL",NA,NA,NA,NA,NA,NA,3,50,3,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Table Grove, IL",NA,NA,NA,NA,NA,NA,3,NA,5,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chrisman, IL",NA,NA,NA,NA,NA,NA,3,0,6,100,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Modesto, IL",NA,NA,NA,NA,NA,NA,3,200,3,50,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lenzburg, IL",NA,NA,NA,NA,NA,NA,3,200,3,50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"German Valley, IL",NA,NA,NA,NA,NA,NA,3,0,3,-25,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Paris, IL",17,30.77,77000,-9.41,67,4600,30,30.43,58,48.72,30,30.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Northfield, IL",19,5.56,770000,-17.03,63,3000,30,-11.76,38,-7.32,26,4
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Frankfort, IL",19,-24,90000,13.92,104,2100,30,0,65,-2.99,35,52.17
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Island Lake, IL",21,5,286500,13.24,39,-500,30,15.38,41,5.13,30,11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Flossmoor, IL",21,-27.59,265000,-18.96,88,3100,30,-34.78,68,-13.92,39,-11.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bethalto, IL",25,25,170000,-6.85,62,2500,30,-3.23,56,36.59,35,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Calumet Park, IL",13,-27.78,159000,0.92,98,1650,33,10,56,-11.11,19,-26.92
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"La Grange Park, IL",13,-61.76,560000,15.46,31,-1250,33,-13.16,38,-38.71,28,-26.32
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elburn, IL",17,-5.56,415000,6.55,44,-4000,33,26.92,41,-19.61,31,-3.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Chicago, IL",17,-50,325000,-6.47,49,50,33,-25,46,-29.23,31,-27.91
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lincolnwood, IL",21,-12.5,420000,-19.23,77,1200,33,37.5,56,16.67,34,88.89
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Volo, IL",23,15,344990,-7.39,115,6250,33,50,64,72.97,40,48.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Richton Park, IL",26,8.33,182500,0.27,163,8050,33,-28.26,90,21.62,36,-10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Troy, IL",33,17.86,330000,3.29,58,650,33,-10.81,63,5,42,23.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Washington, IL",34,-10.53,204250,-8.2,18,-900,33,-21.43,45,-25,39,-2.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Burr Ridge, IL",25,-3.85,890000,3.19,90,400,36,-14.29,72,-1.37,38,2.7
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"River Grove, IL",25,56.25,240500,-24.96,52,-1750,36,-2.7,58,3.57,31,-6.06
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Frankfort Square, IL",25,38.89,358000,2.73,36,-1700,36,63.64,49,32.43,39,62.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bridgeview, IL",28,7.69,280250,-3.36,74,2950,36,-21.74,70,12.9,45,12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glen Carbon, IL",31,19.23,341000,10,66,3150,36,24.14,68,44.68,48,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Midlothian, IL",42,35.48,229000,-8.4,84,2300,36,2.86,75,7.14,43,10.26
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Creston, IL",1,-66.67,313500,119.23,165,14100,4,-33.33,5,-28.57,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Metamora, IL",1,-90,260000,22.21,1,-1550,4,-55.56,4,-71.43,3,-76.92
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shabbona, IL",1,0,180000,-16.28,40,-6500,4,NA,6,200,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wyanet, IL",1,-75,155000,22.41,54,350,4,100,4,-42.86,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Camelot, IL",1,0,148000,-45.19,110,1100,4,100,7,16.67,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Seneca, IL",1,-50,395000,37.39,62,1150,4,0,6,-14.29,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Peter, IL",1,0,137500,14.58,41,800,4,300,5,400,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ashland, IL",1,0,265000,112.17,6,-400,4,33.33,5,25,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Thomson, IL",1,-50,389000,76.42,84,450,4,100,4,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Toledo, IL",2,-33.33,81000,-36.47,41,-3000,4,0,5,0,2,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bement, IL",2,-50,171750,12.62,21,-3050,4,-33.33,6,-45.45,3,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fairfield, IL",2,NA,53500,NA,142,NA,4,100,8,100,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Knollwood, IL",2,-50,397500,-46.16,140,3250,4,100,5,-44.44,3,-40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Percy, IL",2,100,183500,409.72,152,550,4,NA,6,500,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Amboy, IL",2,-50,162500,25.48,57,-6800,4,0,9,0,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Worden, IL",2,100,218250,118.25,109,2850,4,0,9,80,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Stonington, IL",2,-50,144000,6.67,89,3950,4,-20,10,25,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cerro Gordo, IL",2,0,50000,-68,18,-3600,4,100,8,-11.11,6,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Twin Grove, IL",3,-40,392000,42.55,67,-5000,4,-20,6,-33.33,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roxana, IL",3,0,113000,-19.29,19,-1500,4,-20,8,14.29,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Thomasboro, IL",3,50,190000,192.31,6,-6200,4,NA,8,700,5,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"McCullom Lake, IL",3,-40,245000,11.36,33,-2900,4,100,4,-33.33,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bannockburn, IL",3,-25,1310000,25.06,38,-6400,4,-20,6,-45.45,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Astoria, IL",3,50,56500,17.71,87,-336450,4,300,6,100,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Catlin, IL",3,NA,144900,NA,60,NA,4,-33.33,7,-22.22,6,-14.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Toulon, IL",3,0,120000,100,44,2900,4,0,6,-25,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palestine, IL",3,200,93000,97.87,51,3500,4,300,5,400,5,400
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Findlay, IL",4,100,208500,131.67,57,-5300,4,33.33,6,-14.29,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gardner, IL",4,300,194250,-26.7,34,-13350,4,300,9,200,3,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carrollton, IL",4,-33.33,58500,-29.52,54,-3600,4,33.33,14,-6.67,7,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cambridge, IL",4,0,92500,-32.73,29,-12500,4,300,9,-18.18,9,80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Girard, IL",4,-20,124950,-16.7,53,-2500,4,100,9,28.57,5,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carlock, IL",4,-20,255750,-18.03,38,100,4,-20,7,0,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Earlville, IL",5,66.67,170000,-36.09,69,-2500,4,0,10,11.11,7,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Payson, IL",5,400,120000,46.34,56,1400,4,NA,8,166.67,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Hazel Crest, IL",5,0,187500,20.19,78,-5700,4,-42.86,12,0,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harrison, IL",5,400,115000,-47,69,0,4,300,9,350,7,250
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Timberlane, IL",5,66.67,485000,21.25,22,-3000,4,100,5,-16.67,3,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Davis Junction, IL",6,-14.29,246000,-9.69,98,5200,4,-50,13,-13.33,9,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bunker Hill, IL",6,50,90000,-44.62,96,6900,4,-33.33,10,25,9,80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Brighton, IL",6,0,180625,21.22,55,1400,4,-50,11,-21.43,10,-23.08
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Aviston, IL",6,200,216250,72.31,49,3350,4,0,7,75,6,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Flora, IL",7,133.33,128000,70.89,98,5300,4,-50,14,-6.67,7,16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Johnston City, IL",8,-27.27,130000,80.56,59,1000,4,-71.43,14,-39.13,6,-57.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mansfield, IL",9,125,187900,26.57,46,-350,4,-20,12,33.33,8,60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Toluca, IL",NA,NA,NA,NA,NA,NA,4,0,4,-55.56,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fox River Valley Gardens, IL",NA,NA,NA,NA,NA,NA,4,0,6,-40,3,-40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Secor, IL",NA,NA,NA,NA,NA,NA,4,NA,4,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willisville, IL",NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roscoe, IL",19,-47.22,310000,-5.34,38,-600,41,-2.38,52,-8.77,35,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sugar Grove, IL",20,-25.93,431000,-5.69,73,2500,41,2.5,60,15.38,42,23.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Clarendon Hills, IL",25,25,670000,-19.03,28,-2250,41,5.13,55,10,36,24.14
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hawthorn Woods, IL",26,36.84,804995,18.42,160,1150,41,-8.89,73,-6.41,47,42.42
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Glencoe, IL",28,-9.68,1980000,48.31,52,-1300,41,36.67,60,11.11,34,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Riverdale, IL",31,72.22,128500,-12.88,105,3450,41,-34.92,90,-19.64,34,-15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East St. Louis, IL",13,-38.1,27000,-12.9,54,-1500,44,91.3,68,38.78,19,-13.64
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crete, IL",22,-21.43,262500,-6.25,86,1250,44,37.5,84,37.7,42,10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Winfield, IL",24,14.29,501000,13.86,46,-1000,44,41.94,56,24.44,38,40.74
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Highland, IL",25,-10.71,235000,4.44,39,-300,44,131.58,60,57.89,36,28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Channahon, IL",26,4,376750,14.17,80,2350,44,41.94,73,17.74,42,31.25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Swansea, IL",39,2.63,257000,-8.21,41,-650,44,-50,73,-30.48,44,-15.38
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Morton, IL",44,33.33,242500,8.26,28,1500,44,-2.22,60,9.09,46,21.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"De Soto, IL",1,-83.33,167000,33.65,32,1050,5,25,13,30,3,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Alorton, IL",1,NA,25000,NA,3,NA,5,NA,5,NA,3,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Capron, IL",2,0,197400,8.16,73,6750,5,-37.5,6,-25,4,-42.86
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ladd, IL",2,0,140000,-24.12,52,-30700,5,150,8,300,2,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Anne, IL",2,-60,158500,-25.93,66,0,5,25,7,0,6,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Homer, IL",2,0,106500,-57.31,47,-9450,5,66.67,6,20,4,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Andalusia, IL",2,-50,225000,25.91,71,600,5,150,6,20,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Greenview, IL",2,NA,72250,NA,5,NA,5,66.67,5,-16.67,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Roanoke, IL",3,-62.5,128000,-22.42,4,-5350,5,-37.5,8,-33.33,3,-72.73
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lawrenceville, IL",3,-25,27000,-56.1,35,-4100,5,66.67,7,-30,2,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dallas City, IL",3,50,50000,-62.96,110,-9150,5,66.67,9,0,3,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Centreville, IL",3,50,35000,19.66,4,-600,5,66.67,10,233.33,3,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cambria, IL",3,50,90000,-66.82,45,-5150,5,-37.5,12,-20,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Round Lake Heights, IL",4,100,264000,2.92,49,-1900,5,0,7,-12.5,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Prophetstown, IL",4,0,143000,21.39,58,1200,5,66.67,7,-22.22,7,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Third Lake, IL",4,0,396000,-6.33,45,-2000,5,0,6,-14.29,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Port Byron, IL",4,NA,337500,NA,95,NA,5,0,7,-12.5,7,133.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lacon, IL",4,33.33,160000,85.61,116,9500,5,66.67,9,0,7,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Greenup, IL",4,300,114500,154.44,42,-3650,5,25,9,50,5,66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mazon, IL",4,100,192500,20.31,80,-1350,5,NA,7,250,4,300
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Erie, IL",4,33.33,121300,-39.35,14,-8700,5,0,7,-41.67,4,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Maroa, IL",4,100,259500,29.1,115,5950,5,150,8,166.67,5,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Willow Lake, IL",5,150,215000,38.71,6,-4250,5,400,6,200,3,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chatsworth, IL",5,66.67,128000,28.64,104,2500,5,-16.67,9,-10,6,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Jerome, IL",5,-28.57,165000,29.92,43,4000,5,-50,9,-30.77,8,-11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Benld, IL",5,150,30000,-71.29,40,-1150,5,25,6,-14.29,4,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Dubuque, IL",5,150,120000,0.42,43,2350,5,0,9,28.57,4,-33.33
