LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,HOMES SOLD,HOMES SOLD YOY ,MEDIAN SALE PRICE ,MEDIAN SALE PRICE YOY ,MEDIAN DAYS ON MARKET _DAYS_,MEDIAN DAYS ON MARKET YOY ,NEW LISTINGS,NEW LISTINGS YOY ,ACTIVE LISTINGS,ACTIVE LISTINGS YOY ,PENDING SALES,PENDING SALES YOY 
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Augusta, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tiskilwa, IL",NA,NA,NA,NA,NA,NA,1,0,1,-66.67,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Crab Orchard, IL",NA,NA,NA,NA,NA,NA,1,0,3,200,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lynn Center, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bluffs, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Manchester, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Adeline, IL",NA,NA,NA,NA,NA,NA,1,0,2,100,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Griggsville, IL",NA,NA,NA,NA,NA,NA,1,-66.67,2,-50,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Virginia, IL",NA,NA,NA,NA,NA,NA,1,0,1,-66.67,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ullin, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mossville, IL",NA,NA,NA,NA,NA,NA,1,0,1,-50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Princeville, IL",NA,NA,NA,NA,NA,NA,1,-66.67,1,-83.33,1,-75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Towanda, IL",NA,NA,NA,NA,NA,NA,1,-50,1,-80,1,-80
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hodgkins, IL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Raleigh, IL",NA,NA,NA,NA,NA,NA,1,0,2,100,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shipman, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Allerton, IL",NA,NA,NA,NA,NA,NA,1,0,1,-75,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Vergennes, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Johns, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tallula, IL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fairmont City, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pulaski, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"De Land, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cabery, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cisco, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Smithville, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gilson, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Marie, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Beason, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"LaPlace, IL",NA,NA,NA,NA,NA,NA,1,0,2,-33.33,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Du Bois, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kempton, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Gorham, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Congerville, IL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Penfield, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Brooklyn, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Walnut Hill, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Medora, IL",NA,NA,NA,NA,NA,NA,1,0,2,-33.33,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Perry, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Saunemin, IL",NA,NA,NA,NA,NA,NA,1,NA,3,50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Waltonville, IL",NA,NA,NA,NA,NA,NA,1,0,1,-50,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"White Heath, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hanaford, IL",NA,NA,NA,NA,NA,NA,1,0,2,-50,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Forest City, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Williamsfield, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Plattville, IL",NA,NA,NA,NA,NA,NA,1,0,1,-66.67,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ridgefield, IL",NA,NA,NA,NA,NA,NA,1,-66.67,2,-33.33,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tovey, IL",NA,NA,NA,NA,NA,NA,1,0,2,100,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harvel, IL",NA,NA,NA,NA,NA,NA,1,0,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chemung, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cleveland, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Blairsville, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-50,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ina, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-66.67,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Woodland, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Butler, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Warrensburg, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tamaroa, IL",NA,NA,NA,NA,NA,NA,1,-50,2,-33.33,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Spaulding, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wayne City, IL",NA,NA,NA,NA,NA,NA,1,0,2,-33.33,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ellsworth, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Paw Paw, IL",NA,NA,NA,NA,NA,NA,1,-66.67,3,-72.73,2,-60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shumway, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dayton, IL",NA,NA,NA,NA,NA,NA,1,-50,1,-50,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Albion, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ava, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-75,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Herrick, IL",NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Saybrook, IL",NA,NA,NA,NA,NA,NA,1,-66.67,4,-42.86,2,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Ursa, IL",NA,NA,NA,NA,NA,NA,1,0,1,-50,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Yates City, IL",NA,NA,NA,NA,NA,NA,1,-50,2,-50,1,-66.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lowpoint, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Clare, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kaneville, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bellflower, IL",NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Woodhull, IL",NA,NA,NA,NA,NA,NA,1,0,4,-20,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Eddyville, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Millbrook, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-50,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Salem, IL",NA,NA,NA,NA,NA,NA,1,0,1,-66.67,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Troy Grove, IL",NA,NA,NA,NA,NA,NA,1,NA,2,100,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Kangley, IL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Andres, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fieldon, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sammons Point, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sciota, IL",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bluford, IL",NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bay View Gardens, IL",NA,NA,NA,NA,NA,NA,1,NA,1,-50,1,-50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Serena, IL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Davis, IL",NA,NA,NA,NA,NA,NA,1,-50,1,-80,NA,NA
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Farmer City, IL",10,11.11,152000,0,47,-950,10,0,18,0,14,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"East Dundee, IL",12,33.33,297500,-4.8,61,700,10,-28.57,19,-5,10,-9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"St. Joseph, IL",12,0,235500,-6.36,70,1350,10,0,20,17.65,12,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Holiday Shores, IL",12,200,325000,26.46,66,2400,10,100,21,162.5,10,150
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wadsworth, IL",5,66.67,350000,-9.09,91,4000,10,0,17,30.77,11,266.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Petersburg, IL",5,-37.5,150000,28.76,21,-900,10,11.11,14,0,9,-10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Eureka, IL",6,0,212450,25.71,15,1150,10,11.11,12,-7.69,6,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pistakee Highlands, IL",6,-33.33,258500,-10.86,67,-950,10,-37.5,17,-22.73,7,-36.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Royalton, IL",6,200,69350,-36.93,63,1000,10,233.33,15,200,6,200
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Oak Run, IL",6,100,435000,24.29,60,-14000,10,-16.67,15,-21.05,9,12.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tilton, IL",7,40,62000,-44.39,20,-600,10,42.86,15,87.5,8,60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Carlyle, IL",8,700,187500,30.66,44,-4700,10,42.86,16,77.78,11,175
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Green Oaks, IL",9,-25,815000,22.56,63,1050,10,-9.09,19,0,9,-25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rosewood Heights, IL",13,62.5,184900,-11.25,51,300,11,-8.33,22,22.22,16,-5.88
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Zion, IL",14,27.27,228750,8.93,74,1950,11,-56,22,-35.29,13,-45.83
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hillsboro, IL",15,114.29,90667,-36.37,91,4800,11,-8.33,25,25,16,60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Momence, IL",4,0,183500,14.87,41,-6800,11,120,14,27.27,5,-28.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Steeleville, IL",5,NA,179900,NA,109,NA,11,450,15,275,7,250
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Richmond, IL",5,-54.55,305000,69.44,34,-4100,11,-15.38,15,-25,10,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"New Baden, IL",5,0,185000,-2.63,33,-200,11,175,14,0,6,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cherry Valley, IL",6,-14.29,224500,-29.07,38,2850,11,22.22,17,41.67,15,36.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Maple Park, IL",7,133.33,393640,-6.25,164,2400,11,0,18,5.88,8,-11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Barrington, IL",7,-12.5,1175000,51.13,82,3550,11,-45,25,-19.35,12,-7.69
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Breese, IL",8,-46.67,271500,23.41,48,-750,11,-15.38,19,-9.52,10,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Savanna, IL",9,80,86500,44.17,93,-6900,11,-26.67,26,4,10,11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sleepy Hollow, IL",9,0,470000,11.9,59,-1600,11,57.14,18,5.88,11,37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Freeburg, IL",10,66.67,227334,-4.68,53,2350,12,9.09,20,5.26,15,50
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fulton, IL",12,20,135750,10.82,103,750,12,-14.29,21,-12.5,13,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Aledo, IL",12,9.09,123500,-20.32,65,2300,12,-36.84,17,-34.62,16,6.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Peotone, IL",14,100,338450,-1.9,117,4000,12,9.09,23,9.52,19,46.15
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Berkeley, IL",15,114.29,300000,1.69,80,-1100,12,33.33,26,62.5,13,85.71
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Chester, IL",16,128.57,173500,34.5,68,2200,12,9.09,30,50,16,128.57
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Creve Coeur, IL",17,30.77,144294,69.76,35,-700,12,0,22,-12,18,38.46
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Red Bud, IL",5,0,180000,7.14,38,-2700,12,0,14,-17.65,8,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Elwood, IL",6,50,300000,-15.25,76,3150,12,300,19,90,12,140
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Villa Grove, IL",6,-14.29,102750,-8.67,107,4750,12,50,23,53.33,12,9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Mount Olive, IL",7,133.33,69000,134.69,77,-2650,12,200,23,187.5,14,100
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"North Riverside, IL",8,-46.67,335000,-12.76,76,500,12,-33.33,21,-34.38,8,-52.94
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Deer Park, IL",8,-27.27,620000,-14.48,77,1000,12,50,16,0,10,25
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sparta, IL",8,60,126750,-16.34,102,1000,12,0,31,55,13,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Anna, IL",9,-40,132000,-2.22,106,4700,12,-42.86,24,-33.33,13,-31.58
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Dupo, IL",11,57.14,144667,31.52,25,-4100,13,30,21,40,11,37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"West Peoria, IL",13,-18.75,120000,18.52,13,-1250,13,-51.85,22,-38.89,16,-40.74
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Le Roy, IL",13,160,175000,-5.91,38,50,13,225,18,100,14,180
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Palos Park, IL",15,-25,585000,10.27,62,-750,13,-31.58,24,-40,15,-16.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Silvis, IL",15,-28.57,169000,26.5,39,-2100,13,-55.17,24,-46.67,16,-33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Monee, IL",18,20,308450,13.4,99,2000,13,-23.53,34,-15,19,-5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Spring Valley, IL",7,133.33,142500,54.89,113,-800,13,8.33,23,21.05,8,-11.11
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Venetian Village, IL",8,100,291025,3.02,35,-5000,13,8.33,18,5.88,12,33.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rochester, IL",9,125,265000,-18.46,25,100,13,85.71,18,80,9,125
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Auburn, IL",12,-20,194750,34.31,5,-2150,14,16.67,18,0,12,9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Highwood, IL",3,-57.14,430000,13.16,24,-4500,14,40,16,14.29,7,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pinckneyville, IL",5,-37.5,75000,1.01,50,-5000,14,133.33,21,10.53,13,44.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Peru, IL",8,-42.86,181750,17.26,86,3150,14,-33.33,28,-26.32,14,-39.13
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sandwich, IL",8,-57.89,302500,22.47,47,-350,14,7.69,24,-17.24,15,-11.76
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Pontoon Beach, IL",9,0,180000,0.42,46,200,14,27.27,22,22.22,11,10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lake Summerset, IL",11,0,265000,0,100,8100,15,-28.57,27,8,13,18.18
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Millstadt, IL",11,10,260000,30.98,41,-4950,15,150,26,62.5,15,36.36
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Poplar Grove, IL",12,33.33,330653,1.4,24,300,15,36.36,22,-12,14,40
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sullivan, IL",12,33.33,148250,32.37,42,2450,15,150,17,112.5,15,114.29
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Germantown Hills, IL",13,333.33,300000,36.36,34,2600,15,200,17,142.86,13,160
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Spring Grove, IL",13,18.18,515000,8.42,120,3400,15,-11.76,33,22.22,18,-10
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Tuscola, IL",9,-18.18,165000,-12.7,36,-8900,15,0,27,0,16,6.67
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Olympia Fields, IL",11,-35.29,335000,-4.29,135,2700,16,14.29,31,-16.22,16,-15.79
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Grandwood Park, IL",11,-21.43,325000,-13.91,46,-350,16,-5.88,23,-11.54,13,-31.58
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Shelbyville, IL",12,33.33,160500,11.46,79,5800,16,23.08,37,68.18,20,53.85
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hinckley, IL",12,500,371488,26.36,144,600,16,220,34,126.67,20,233.33
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Caseyville, IL",13,-31.58,352500,71.95,103,2500,16,14.29,33,26.92,13,-38.1
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Sherman, IL",14,75,281500,-1.57,14,-100,16,-15.79,20,-13.04,16,60
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Wilmington, IL",9,12.5,347500,54.44,42,-3100,16,0,28,33.33,14,75
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Geneseo, IL",11,10,185000,5.71,47,-1400,17,21.43,29,45,22,144.44
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hometown, IL",12,140,217000,8.5,56,2100,17,6.25,24,33.33,12,9.09
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Coal City, IL",13,44.44,236250,-5.88,43,-700,17,6.25,30,20,17,21.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Rantoul, IL",17,-26.09,135000,14.41,42,-700,17,-43.33,36,-18.18,19,-17.39
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Vandalia, IL",18,38.46,86500,-18.4,82,-250,17,0,42,23.53,22,69.23
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Cortland, IL",27,58.82,264900,1.92,146,6800,17,-5.56,53,39.47,23,-4.17
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Paxton, IL",9,0,153000,-17.3,116,6400,17,54.55,33,32,11,-21.43
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Summit, IL",9,0,317500,19.81,113,5900,17,-32,34,-8.11,19,-13.64
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Fox River Grove, IL",9,-40,400000,14.29,90,4900,17,-22.73,25,-10.71,16,-23.81
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Washington Park, IL",NA,NA,NA,NA,NA,NA,17,NA,20,566.67,1,0
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Harwood Heights, IL",11,-26.67,375000,17.19,75,1400,18,-14.29,29,-17.14,15,-21.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Lebanon, IL",11,-15.38,227750,-3.09,34,-1200,18,63.64,24,9.09,18,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Candlewick Lake, IL",12,-25,227500,-1.09,19,-1350,18,0,25,-24.24,17,-19.05
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Salem, IL",13,-51.85,160000,21.21,49,-1300,18,-37.93,36,-35.71,20,-37.5
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Hillside, IL",14,27.27,302500,4.31,80,3550,18,-5.26,28,0,18,20
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"South Jacksonville, IL",15,275,130000,3.38,35,1600,18,125,24,100,16,77.78
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Northlake, IL",17,6.25,320000,33.33,62,350,18,-21.74,37,2.78,24,-7.69
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"LaSalle, IL",17,6.25,123000,7.89,71,2650,18,-40,40,-14.89,26,13.04
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Boulder Hill, IL",18,-10,314000,20.77,47,1150,18,-21.74,35,12.9,23,-11.54
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Bartonville, IL",18,-5.26,145250,35.75,39,800,18,5.88,32,10.34,21,10.53
2026-04-03,Rolling 3 Months,2026-01-01,2026-03-31,City,"Milan, IL",6,-14.29,122500,-16.67,60,-750,18,0,31,40.91,16,60
